Country Name,ISO,variable,Values
United States,USA,GINI index (World Bank estimate),..
United States,USA,"International tourism, number of arrivals",77186740
United States,USA,"Life expectancy at birth, total (years)",78.53902439
United States,USA,"Population ages 65 and above, total",50110709
United States,USA,Population density (people per sq. km of land area),35.54522707
United States,USA,Population in largest city,18761941
United States,USA,"Population, total",324985539
United States,USA,"Taxes on income, profits and capital gains (% of revenue)",49.60003728
United States,USA,"Tuberculosis case detection rate (%, all forms)",87
United States,USA,Tuberculosis treatment success rate (% of new cases),77
United States,USA,Urban population,266676634
Thailand,THA,Access to electricity (% of population),100
Thailand,THA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),81.59400177
Thailand,THA,Adjusted net national income per capita (constant 2010 US$),4665.613074
Thailand,THA,"Air transport, passengers carried",70704889
Thailand,THA,"Central government debt, total (% of GDP)",..
Thailand,THA,CO2 emissions (metric tons per capita),..
Thailand,THA,Current health expenditure per capita (current US$),247.0351105
Thailand,THA,Domestic general government health expenditure per capita (current US$),188.0619354
Thailand,THA,Electric power consumption (kWh per capita),..
Thailand,THA,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",38.75400162
Thailand,THA,Energy use (kg of oil equivalent per capita),..
Thailand,THA,"Fertility rate, total (births per woman)",1.532
Thailand,THA,Fixed broadband subscriptions (per 100 people),11.85959043
Thailand,THA,GDP (constant 2010 US$),4.24164E+11
Thailand,THA,GDP per capita (constant 2010 US$),6128.658158
Thailand,THA,GINI index (World Bank estimate),36.5
Thailand,THA,"International tourism, number of arrivals",35592000
Thailand,THA,"Life expectancy at birth, total (years)",76.683
Thailand,THA,"Population ages 65 and above, total",7915506
Thailand,THA,Population density (people per sq. km of land area),135.4691969
Thailand,THA,Population in largest city,9898653
Thailand,THA,"Population, total",69209858
Thailand,THA,"Taxes on income, profits and capital gains (% of revenue)",30.09069864
Thailand,THA,"Tuberculosis case detection rate (%, all forms)",74
Thailand,THA,Tuberculosis treatment success rate (% of new cases),84
Thailand,THA,Urban population,34051250
Vietnam,VNM,Access to electricity (% of population),100
Vietnam,VNM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),30.79579163
Vietnam,VNM,Adjusted net national income per capita (constant 2010 US$),1623.341693
Vietnam,VNM,"Air transport, passengers carried",42592762
Vietnam,VNM,"Central government debt, total (% of GDP)",..
Vietnam,VNM,CO2 emissions (metric tons per capita),..
Vietnam,VNM,Current health expenditure per capita (current US$),129.5759583
Vietnam,VNM,Domestic general government health expenditure per capita (current US$),63.00354767
Vietnam,VNM,Electric power consumption (kWh per capita),..
Vietnam,VNM,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",54.73899841
Vietnam,VNM,Energy use (kg of oil equivalent per capita),..
Vietnam,VNM,"Fertility rate, total (births per woman)",2.042
Vietnam,VNM,Fixed broadband subscriptions (per 100 people),11.91316998
Vietnam,VNM,GDP (constant 2010 US$),1.75284E+11
Vietnam,VNM,GDP per capita (constant 2010 US$),1852.963037
Vietnam,VNM,GINI index (World Bank estimate),..
Vietnam,VNM,"International tourism, number of arrivals",12922000
Vietnam,VNM,"Life expectancy at birth, total (years)",75.241
Vietnam,VNM,"Population ages 65 and above, total",6651116
Vietnam,VNM,Population density (people per sq. km of land area),305.0815687
Vietnam,VNM,Population in largest city,7870501
Vietnam,VNM,"Population, total",94596642
Vietnam,VNM,"Taxes on income, profits and capital gains (% of revenue)",..
Vietnam,VNM,"Tuberculosis case detection rate (%, all forms)",58
Vietnam,VNM,Tuberculosis treatment success rate (% of new cases),92
Vietnam,VNM,Urban population,33310316
